Name,Image URL,Product URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number,Scraped At
Corsair Vengeance RGB 192 GB (4 x 48 GB) DDR5-5200 CL38 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/fad60fde2b96ce5d811577195e0fe5d3.256p.jpg,https://pcpartpicker.com/product/xrV2FT/corsair-vengeance-rgb-192-gb-4-x-48-gb-ddr5-5200-cl38-memory-cmh192gx5m4b5200c38,281893.0,Corsair,CMH192GX5M4B5200C38,DDR5-5200,288-pin DIMM (DDR5),4 x 48GB,$12.479,Black,14.615 ns,38.0,1.25 V,38-38-38-84,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:56.335Z
Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-5600 CL36 Memory,,https://pcpartpicker.com/product/qs92FT/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-kf556c36bbek2-32,65602.0,Kingston,KF556C36BBEK2-32,DDR5-5600,288-pin DIMM (DDR5),2 x 16GB,$17.556,Black,12.857 ns,36.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:56.335Z
G.Skill Flare X5 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/6QcgXL/gskill-flare-x5-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-fx5,101593.0,G.Skill,F5-6000J3040G32GX2-FX5,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$13.594,Black,10 ns,30.0,1.4 V,30-40-40-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:59.337Z
Crucial Pro 32 GB (2 x 16 GB) DDR5-6400 CL38 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/65b14ae549adb44fc16089d1996f8462.256p.jpg,https://pcpartpicker.com/product/ZNJp99/crucial-pro-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-cp2k16g64c38u5w,46592.0,Crucial,CP2K16G64C38U5W,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$12.062,White,11.875 ns,38.0,1.35 V,38-40-40-84,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:00.333Z
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/mjt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30k,65043.0,Corsair,CMH32GX5M2B6000Z30K,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$17.406,Gray,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:00.333Z
Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6600 CL32 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/fdf09b4bc9f4b16d37c0920c50cc20d6.256p.jpg,https://pcpartpicker.com/product/bWKscf/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6600-cl32-memory-cmp64gx5m2x6600c32w,,Corsair,CMP64GX5M2X6600C32W,DDR5-6600,288-pin DIMM (DDR5),2 x 32GB,,White,9.697 ns,32.0,1.4 V,32-39-39-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:03.336Z
Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/HycG3C/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmw32gx4m2e3200c16w,32813.0,Corsair,CMW32GX4M2E3200C16W,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$8.781,White,10 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:05.343Z
Crucial CT2K8G4DFRA32A 16 GB (2 x 8 GB) DDR4-3200 CL22 Memory,,https://pcpartpicker.com/product/qVjNnQ/crucial-ct2k8g4dfra32a-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-ct2k8g4dfra32a,12961.0,Crucial,CT2K8G4DFRA32A,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$6.062,Green,13.75 ns,22.0,1.2 V,,Non-ECC / Unbuffered,No,,2026-01-20T21:59:08.330Z
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/ybrcCJ/gskill-tridentz-rgb-16gb-2-x-8gb-ddr4-3200-memory-f4-3200c16d-16gtzr,15763.0,G.Skill,F4-3200C16D-16GTZR,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$8.437,Black,10 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:10.341Z
Klevv BOLT X 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/c242f1fa9979a24196b8bd732b1bb443.256p.jpg,https://pcpartpicker.com/product/QGbTwP/klevv-bolt-x-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-kd48gu880-36a180u,14362.0,Klevv,KD48GU880-36A180U,DDR4-3600,288-pin DIMM (DDR4),2 x 8GB,$7.687,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:10.342Z
Corsair Vengeance 128 GB (2 x 64 GB) DDR5-6400 CL42 Memory,,https://pcpartpicker.com/product/LPvscf/corsair-vengeance-128-gb-2-x-64-gb-ddr5-6400-cl42-memory-cmk128gx5m2b6400c42,186839.0,Corsair,CMK128GX5M2B6400C42,DDR5-6400,288-pin DIMM (DDR5),2 x 64GB,$12.492,Black,13.125 ns,42.0,1.35 V,42-52-52-104,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:12.335Z
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/7ef0d8acd3ee08b70fe3eb60ef8a89f0.256p.jpg,https://pcpartpicker.com/product/C2zp99/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30w,65043.0,Corsair,CMH32GX5M2B6000Z30W,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$17.406,White,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:14.339Z
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/2bd00f9c70e64226475ef438ba030157.256p.jpg,https://pcpartpicker.com/product/GpNYcf/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000z36,50329.0,Corsair,CMK32GX5M2E6000Z36,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$13.468,Black,12 ns,36.0,1.4 V,36-44-44-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:14.339Z
Corsair Vengeance 64 GB (2 x 32 GB) DDR5-5200 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/44511eed6b609f1979ca94fe5ed2e2ad.256p.jpg,https://pcpartpicker.com/product/TJZ9TW/corsair-vengeance-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmk64gx5m2b5200c40,96513.0,Corsair,CMK64GX5M2B5200C40,DDR5-5200,288-pin DIMM (DDR5),2 x 32GB,$12.890,Black,15.385 ns,40.0,1.25 V,40-40-40-77,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:16.330Z
Kingston FURY Beast 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/3jFmP6/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbek2-64,129506.0,Kingston,KF560C30BBEK2-64,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$17.328,Black,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:18.336Z
Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL34 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/da86891b02e878306315994a9a2734b7.256p.jpg,https://pcpartpicker.com/product/XNFCmG/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl34-memory-kf560c36bbe2ak2-32,46124.0,Kingston,KF560C36BBE2AK2-32,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$12.343,Black,11.333 ns,34.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:18.336Z
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6400 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/2d3753cee2dbfa61874918b8d3f9cf93.256p.jpg,https://pcpartpicker.com/product/j6sV3C/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-cmh32gx5m2b6400c36,51380.0,Corsair,CMH32GX5M2B6400C36,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$13.687,Black,11.25 ns,36.0,1.4 V,36-48-48-104,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:20.329Z
Corsair Vengeance RGB 128 GB (2 x 64 GB) DDR5-6400 CL42 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/ef3ced8a8c3b89a50ac43076f6ed0a0f.256p.jpg,https://pcpartpicker.com/product/GqNscf/corsair-vengeance-rgb-128-gb-2-x-64-gb-ddr5-6400-cl42-memory-cmh128gx5m2b6400c42,188007.0,Corsair,CMH128GX5M2B6400C42,DDR5-6400,288-pin DIMM (DDR5),2 x 64GB,$10.547,Black,13.125 ns,42.0,1.35 V,42-52-52-104,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:22.334Z
Patriot Viper Venom 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory,https://m.media-amazon.com/images/I/41xQi9FKIgL.jpg,https://pcpartpicker.com/product/Yyqrxr/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-pvv532g640c32k,40870.0,Patriot,PVV532G640C32K,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$10.686,Black / White,10 ns,32.0,1.4 V,32-40-40-84,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:22.334Z
G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/e8d573bd2eac864d427645f0d2f7cad8.256p.jpg,https://pcpartpicker.com/product/mhJgXL/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-tz5rk,47877.0,G.Skill,F5-6000J3636F16GX2-TZ5RK,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$12.812,Black,12 ns,36.0,1.35 V,36-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:27.342Z
Crucial Pro 64 GB (2 x 32 GB) DDR5-5600 CL46 Memory,,https://pcpartpicker.com/product/QP88TW/crucial-pro-64-gb-2-x-32-gb-ddr5-5600-cl46-memory-cp2k32g56c46u5,76486.0,Crucial,CP2K32G56C46U5,DDR5-5600,288-pin DIMM (DDR5),2 x 32GB,$9.921,Black,16.429 ns,46.0,1.1 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:29.332Z
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory,,https://pcpartpicker.com/product/wZ22FT/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3000-memory-cmk16gx4m2d3000c16,,Corsair,CMK16GX4M2D3000C16,DDR4-3000,288-pin DIMM (DDR4),2 x 8GB,,Black,10.667 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:29.331Z
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/vfDJ7P/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16w,19967.0,Corsair,CMW16GX4M2C3200C16W,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$10.687,White,10 ns,16.0,1.35 V,16-18-18-36,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:31.351Z
Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/97232484080d76f60c340829feff8fb4.256p.jpg,https://pcpartpicker.com/product/LjFmP6/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bweak2-32,79712.0,Kingston,KF560C30BWEAK2-32,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$21.332,White,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:34.339Z
Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-5200 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/4108ce94c499008912266b2f019d061b.256p.jpg,https://pcpartpicker.com/product/p7Z9TW/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-kf552c40bbk2-32,47088.0,Kingston,KF552C40BBK2-32,DDR5-5200,288-pin DIMM (DDR5),2 x 16GB,$8.068,Black / Silver,15.385 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:34.339Z
Kingston FURY Beast RGB 64 GB (2 x 32 GB) DDR5-6400 CL32 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/1063e861ba5822ebe00778d85d2cce1f.256p.jpg,https://pcpartpicker.com/product/kTsV3C/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-kf564c32bbeak2-64,,Kingston,KF564C32BBEAK2-64,DDR5-6400,288-pin DIMM (DDR5),2 x 32GB,,Black,10 ns,32.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:35.342Z
Silicon Power GAMING 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/B8QcCJ/silicon-power-gaming-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320bdaj7,23935.0,Silicon Power,,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$5.937,Black,10 ns,16.0,1.35 V,16-18-18-36,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:38.339Z
Crucial CT8G4DFS824A 8 GB (1 x 8 GB) DDR4-2400 CL17 Memory,,https://pcpartpicker.com/product/pyRzK8/crucial-8gb-1-x-8gb-ddr4-2133-memory-ct8g4dfs824a,6423.0,Crucial,CT8G4DFS824A,DDR4-2400,288-pin DIMM (DDR4),1 x 8GB,$6.875,Green,14.167 ns,17.0,1.2 V,,Non-ECC / Unbuffered,No,,2026-01-20T21:59:39.341Z
Patriot Viper Venom 16 GB (2 x 8 GB) DDR5-5600 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/82182136c557a8b9975e956b58a558fa.256p.jpg,https://pcpartpicker.com/product/9Mt9TW/patriot-viper-venom-16-gb-2-x-8-gb-ddr5-5600-cl40-memory-pvv516g560c40k,25689.0,Patriot,PVV516G560C40K,DDR5-5600,288-pin DIMM (DDR5),2 x 8GB,$13.749,Black / White,14.286 ns,40.0,1.25 V,40-40-40-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:59:41.332Z
